quanta_author,quanta_pub_date,quanta_title,number_arxiv_links
[],2021-07-21,"Plasmid, Virus or Other? DNA ‘Borgs’ Blur Boundaries.",0
['Kevin Hartnett'],2020-06-09,The ‘Useless’ Perspective That Transformed Mathematics,0
['Allison Parshall'],2022-12-07,"After a Classical Clobbering, a Quantum Advantage Remains",1
['Pradeep Mutalik'],2015-11-25,Solution: ‘Be Still My Pulsating Sequence’,1
['Charlie Wood'],2021-03-16,A New Twist Reveals Superconductivity’s Secrets,3
['Leila Sloman'],2021-09-21,Mathematician Answers Chess Problem About Attacking Queens,3
['Emily Levesque'],2020-08-11,Social Distancing From the Stars,0
['Rachel Crowell'],2020-11-17,Searching Symbols for the Rules of Change,0
['Natalie Wolchover'],2018-01-03,Physicists Aim to Classify All Possible Phases of Matter,5
['David S. Richeson'],2023-03-29,Only Computers Can Solve This Map-Coloring Problem From the 1800s,0
['Mordechai Rorvig'],2021-10-06,Mathematicians Prove Melting Ice Stays Smooth,1
['Erica Klarreich'],2015-12-14,Landmark Algorithm Breaks 30-Year Impasse,1
['Natalie Wolchover'],2020-10-20,Quantum Tunnels Show How Particles Can Break the Speed of Light,0
['Kevin Hartnett'],2018-08-01,A Traveler Who Finds Stability in the Natural World,1
['Peter Byrne'],2013-09-25,Debating the Evolution of Multicellularity,0
['Natalie Wolchover'],2020-05-28,Black Hole Paradoxes Reveal a Fundamental Link Between Energy and Order,3
['Jordana Cepelewicz'],2020-04-14,Some Animals Have No Microbiome. Here’s What That Tells Us.,0
['Gabriel Popkin'],2019-08-27,Soil’s Microbial Market Shows the Ruthless Side of Forests,0
['Sean B. Carroll'],2016-02-25,Deep Secrets and the Thrill of Discovery,0
['Mordechai Rorvig'],2022-04-14,Researchers Glimpse How AI Gets So Good at Language Processing,1
['Bill Andrews'],2020-12-23,The Year in Math and Computer Science,0
['Natalie Wolchover'],2022-12-22,The Biggest Discoveries in Physics in 2022,0
['Natalie Wolchover'],2018-06-12,"The Universe Is Not a Simulation, but We Can Now Simulate It",3
['Kevin Hartnett'],2017-03-02,New Number Systems Seek Their Lost Primes,1
['Tara C. Smith'],2023-02-23,Can a Fungus Really Take Over Our Brains?,0
['Natalie Wolchover'],2018-04-11,A Revealer of Secrets in the Data of Life and the Universe,1
['Jordana Cepelewicz'],2018-11-29,Mathematical Simplicity May Drive Evolution’s Speed,1
['Jonathan Lambert'],2018-10-16,‘Broadband’ Networks of Viruses May Help Bacteria Evolve Faster,0
['Rachel Crowell'],2021-05-03,Researchers Read the Sugary ‘Language’ on Cell Surfaces,0
['Christie Wilcox'],2019-04-09,Researchers Rethink the Ancestry of Complex Cells,0
